Вишняковский переулок, Автобус М90, Старый Толмачёвский переулок, Автобус М90, 2
Старый Толмачёвский переулок, Автобус М90, Вишняковский переулок, Автобус М90, 2
Старый Толмачёвский переулок, Автобус М90, Метро Новокузнецкая, Автобус М90, 2
Метро Новокузнецкая, Автобус М90, Старый Толмачёвский переулок, Автобус М90, 2
Метро Новокузнецкая, Автобус М90, Новокузнецкая, 2, 4
Метро Новокузнецкая, Автобус М90, Улица Балчуг, Автобус М90, 2
Улица Балчуг, Автобус М90, Метро Новокузнецкая, Автобус М90, 2
Улица Балчуг, Автобус М90, Большой Москворецкий мост, Автобус М90, 2
Большой Москворецкий мост, Автобус М90, Улица Балчуг, Автобус М90, 2
Большой Москворецкий мост, Автобус М90, Красная Площадь, Автобус М90, 2
Красная Площадь, Автобус М90, Большой Москворецкий мост, Автобус М90, 2
Красная Площадь, Автобус М90, Метро Китай-Город, Автобус М90, 2
Метро Китай-Город, Автобус М90, Красная Площадь, Автобус М90, 2
Метро Китай-Город, Автобус М90, Китай-город 6, 6, 5
Метро Китай-Город, Автобус М90, Метро Лубянка, Автобус М90, 2
Метро Лубянка, Автобус М90, Метро Китай-Город, Автобус М90, 2
Метро Лубянка, Автобус М90, Лубянка, 1, 5
Метро Павелецкая, Трамвай А, Павелецкая 5, 5, 5
Метро Павелецкая, Трамвай А, Вишняковский переулок, Трамвай А, 2
Вишняковский переулок, Трамвай А, Метро Павелецкая, Трамвай А, 2
Вишняковский переулок, Трамвай А, Метро Третьяковская, Трамвай А, 2
Метро Третьяковская, Трамвай А, Вишняковский переулок, Трамвай А, 2
Метро Третьяковская, Трамвай А, Третьяковская, 6, 5
Метро Третьяковская, Трамвай А, Метро Новокузнецкая, Трамвай А, 2
Метро Новокузнецкая, Трамвай А, Метро Третьяковская, Трамвай А, 2
Метро Новокузнецкая, Трамвай А, Новокузнецкая, 2, 4
Метро Новокузнецкая, Трамвай А, Комиссариатский мост, Трамвай А, 2
Комиссариатский мост, Трамвай А, Метро Новокузнецкая, Трамвай А, 2
Комиссариатский мост, Трамвай А, Яузские Ворота, Трамвай А, 2
Яузские Ворота, Трамвай А, Комиссариатский мост, Трамвай А, 2
Яузские Ворота, Трамвай А, Воронцово Поле, Трамвай А, 2
Воронцово Поле, Трамвай А, Яузские Ворота, Трамвай А, 2
Воронцово Поле, Трамвай А, Казарменный переулок, Трамвай А, 2
Казарменный переулок, Трамвай А, Воронцово Поле, Трамвай А, 2
Казарменный переулок, Трамвай А, Покровские Ворота, Трамвай А, 2
Покровские Ворота, Трамвай А, Казарменный переулок, Трамвай А, 2
Покровские Ворота, Трамвай А, Большой Харитоньевский переулок, Трамвай А, 2
Большой Харитоньевский переулок, Трамвай А, Покровские Ворота, Трамвай А, 2
Большой Харитоньевский переулок, Трамвай А, Метро Чистые пруды, Трамвай А, 2
Метро Чистые пруды, Трамвай А, Большой Харитоньевский переулок, Трамвай А, 2
Метро Чистые пруды, Трамвай А, Чистые пруды, 1, 2
Метро Белорусская, Трамвай 7, Белорусская 5, 5, 6
Метро Белорусская, Трамвай 7, Белорусский вокзал, Автобус М1, 3
Метро Белорусская, Трамвай 7, ДК Зуева, Трамвай 7, 2
ДК Зуева, Трамвай 7, Метро Белорусская, Трамвай 7, 2
ДК Зуева, Трамвай 7, Миусское депо, Трамвай 7, 2
Миусское депо, Трамвай 7, ДК Зуева, Трамвай 7, 2
Миусское депо, Трамвай 7, Лесная улица, Трамвай 7, 2
Лесная улица, Трамвай 7, Миусское депо, Трамвай 7, 2
Лесная улица, Трамвай 7, Новослободская, 5, 6
Лесная улица, Трамвай 7, Улица Палиха, Трамвай 7, 2
Улица Палиха, Трамвай 7, Лесная улица, Трамвай 7, 2
Улица Палиха, Трамвай 7, Площадь Борьбы, Трамвай 7, 2
Площадь Борьбы, Трамвай 7, Улица Палиха, Трамвай 7, 2
Площадь Борьбы, Трамвай 7, Улица Достоевского, Трамвай 7, 2
Улица Достоевского, Трамвай 7, Площадь Борьбы, Трамвай 7, 2
Улица Достоевского, Трамвай 7, Селезнёвская улица, Трамвай 7, 2
Селезнёвская улица, Трамвай 7, Улица Достоевского, Трамвай 7, 2
Селезнёвская улица, Трамвай 7, 4-й Самотёчный переулок, Трамвай 7, 2
4-й Самотёчный переулок, Трамвай 7, Селезнёвская улица, Трамвай 7, 2
4-й Самотёчный переулок, Трамвай 7, Достоевская, 10, 8
4-й Самотёчный переулок, Трамвай 7, Самотёчная улица, Трамвай 7, 2
Самотёчная улица, Трамвай 7, 4-й Самотёчный переулок, Трамвай 7, 2
Самотёчная улица, Трамвай 7, Театр зверей имени Дурова, Трамвай 7, 2
Театр зверей имени Дурова, Трамвай 7, Самотёчная улица, Трамвай 7, 2
Театр зверей имени Дурова, Трамвай 7, Улица Щепкина, Трамвай 7, 2
Улица Щепкина, Трамвай 7, Театр зверей имени Дурова, Трамвай 7, 2
Улица Щепкина, Трамвай 7, Улица Гиляровского, Трамвай 7, 2
Улица Гиляровского, Трамвай 7, Улица Щепкина, Трамвай 7, 2
Улица Гиляровского, Трамвай 7, Метро Проспект Мира, Трамвай 7, 2
Метро Проспект Мира, Трамвай 7, Улица Гиляровского, Трамвай 7, 2
Метро Проспект Мира, Трамвай 7, Проспект Мира 5, 5, 7
Метро Проспект Мира, Трамвай 7, Ботанический переулок, Трамвай 7, 2
Ботанический переулок, Трамвай 7, Метро Проспект Мира, Трамвай 7, 2
Ботанический переулок, Трамвай 7, Астраханский переулок, Трамвай 7, 2
Астраханский переулок, Трамвай 7, Ботанический переулок, Трамвай 7, 2
Астраханский переулок, Трамвай 7, Пантелеевская улица, Трамвай 7, 2
Пантелеевская улица, Трамвай 7, Астраханский переулок, Трамвай 7, 2
Пантелеевская улица, Трамвай 7, Каланчёвская улица, Трамвай 7, 2
Каланчёвская улица, Трамвай 7, Пантелеевская улица, Трамвай 7, 2
Каланчёвская улица, Трамвай 7, Метро Комсомольская, Трамвай 7, 2
Метро Комсомольская, Трамвай 7, Каланчёвская улица, Трамвай 7, 2
Метро Комсомольская, Трамвай 7, Комсомольская 1, 1, 4
